pcon,pcon_name,region,country,con_est,con_low,con_high,lab_est,lab_low,lab_high,ld_est,ld_low,ld_high,ref_est,ref_low,ref_high,grn_est,grn_low,grn_high,oth_est,oth_low,oth_high,pc_est,pc_low,pc_high,snp_est,snp_low,snp_high,Seat category
E14001403,North West Hampshire,South East,England,31.52%,23.23%,39.32%,26.92%,19.57%,35.28%,14.90%,8.45%,24.51%,19.41%,11.25%,31.32%,5.72%,2.79%,10.97%,0.31%,0.18%,0.52%,NA,NA,NA,NA,NA,NA, lean con
E14001404,North West Leicestershire,East Midlands,England,24.83%,12.13%,39.47%,29.06%,16.28%,43.08%,2.22%,0.49%,8.09%,34.86%,19.56%,51.42%,6.38%,2.00%,15.01%,0.87%,0.41%,1.87%,NA,NA,NA,NA,NA,NA, lean ref
E14001405,North West Norfolk,Eastern,England,30.22%,23.27%,37.80%,30.76%,23.15%,38.76%,9.16%,4.30%,17.95%,24.05%,15.08%,34.34%,4.98%,2.04%,10.17%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001406,Northampton North,East Midlands,England,24.85%,18.60%,31.12%,50.10%,41.39%,58.51%,4.75%,2.05%,10.12%,11.94%,6.10%,21.18%,6.28%,2.92%,12.55%,1.14%,0.70%,1.77%,NA,NA,NA,NA,NA,NA, strong lab
E14001407,Northampton South,East Midlands,England,30.18%,22.76%,37.40%,43.69%,35.37%,52.23%,4.68%,1.90%,9.88%,15.21%,8.30%,25.87%,4.17%,1.76%,8.21%,0.86%,0.52%,1.41%,NA,NA,NA,NA,NA,NA, likely lab
E14001408,Norwich North,Eastern,England,22.79%,16.40%,29.31%,50.76%,42.62%,58.85%,2.94%,1.16%,7.04%,17.29%,10.02%,26.35%,5.02%,2.41%,10.17%,0.33%,0.18%,0.60%,NA,NA,NA,NA,NA,NA, strong lab
E14001409,Norwich South,Eastern,England,13.79%,10.36%,17.85%,60.73%,51.09%,68.65%,3.33%,1.26%,7.81%,7.32%,3.72%,13.12%,12.88%,7.39%,21.53%,0.94%,0.53%,1.62%,NA,NA,NA,NA,NA,NA, strong lab
E14001410,Nottingham East,East Midlands,England,9.71%,6.76%,13.09%,67.36%,58.44%,75.69%,3.33%,1.17%,7.78%,7.13%,3.78%,12.23%,9.35%,4.64%,16.22%,2.33%,1.39%,3.79%,NA,NA,NA,NA,NA,NA, strong lab
E14001411,Nottingham North and Kimberley,East Midlands,England,21.67%,16.09%,27.53%,51.21%,44.02%,58.61%,3.70%,1.61%,7.90%,16.95%,10.14%,25.73%,5.47%,2.59%,10.44%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001412,Nottingham South,East Midlands,England,14.45%,10.01%,18.71%,49.77%,38.33%,59.41%,3.55%,1.41%,7.83%,14.89%,8.52%,22.78%,14.49%,7.96%,25.17%,1.80%,1.19%,2.93%,NA,NA,NA,NA,NA,NA, strong lab
E14001413,Nuneaton,West Midlands,England,32.47%,25.48%,39.36%,44.93%,37.08%,53.59%,2.47%,0.85%,5.62%,14.54%,8.24%,24.04%,4.33%,1.89%,8.34%,0.50%,0.28%,0.82%,NA,NA,NA,NA,NA,NA, likely lab
E14001414,Old Bexley and Sidcup,London,England,38.02%,29.86%,45.54%,38.85%,31.02%,48.05%,7.08%,3.15%,14.24%,11.26%,5.15%,20.33%,2.85%,1.33%,5.97%,0.85%,0.47%,1.50%,NA,NA,NA,NA,NA,NA, toss up
E14001415,Oldham East and Saddleworth,North West,England,25.08%,19.85%,30.87%,51.22%,43.12%,59.51%,5.36%,2.48%,10.23%,11.34%,5.97%,19.33%,4.75%,1.73%,10.13%,1.17%,0.74%,1.91%,NA,NA,NA,NA,NA,NA, strong lab
E14001416,"Oldham West, Chadderton and Royton",North West,England,17.92%,13.36%,22.43%,59.79%,50.36%,68.57%,4.42%,1.80%,10.22%,9.31%,4.68%,16.06%,5.88%,2.40%,12.88%,1.58%,0.95%,2.68%,NA,NA,NA,NA,NA,NA, strong lab
E14001417,Orpington,London,England,37.87%,29.67%,46.44%,33.83%,25.40%,43.21%,11.30%,4.84%,22.19%,11.41%,5.55%,20.54%,3.11%,1.21%,7.16%,0.84%,0.48%,1.41%,NA,NA,NA,NA,NA,NA, toss up
E14001418,Ossett and Denby Dale,Yorkshire and The Humber,England,29.54%,22.38%,36.46%,46.15%,37.43%,55.06%,4.16%,1.73%,9.29%,14.66%,8.17%,24.90%,3.78%,1.56%,8.54%,0.44%,0.25%,0.77%,NA,NA,NA,NA,NA,NA, likely lab
E14001419,Oxford East,South East,England,12.95%,9.82%,16.53%,61.29%,51.42%,70.66%,6.54%,3.01%,12.65%,NA,NA,NA,16.54%,9.94%,26.10%,1.80%,1.06%,3.14%,NA,NA,NA,NA,NA,NA, strong lab
E14001420,Oxford West and Abingdon,South East,England,16.92%,11.44%,22.62%,25.72%,16.48%,36.74%,43.46%,31.78%,55.79%,6.57%,2.82%,12.31%,5.52%,2.08%,10.56%,0.78%,0.42%,1.40%,NA,NA,NA,NA,NA,NA, likely ld
E14001421,Peckham,London,England,6.16%,4.26%,8.39%,73.56%,64.49%,80.87%,3.69%,1.63%,7.85%,3.68%,1.79%,7.05%,9.67%,5.31%,17.12%,2.40%,1.42%,3.93%,NA,NA,NA,NA,NA,NA, strong lab
E14001422,Pendle and Clitheroe,North West,England,32.95%,26.49%,39.52%,44.23%,36.61%,51.56%,5.43%,2.51%,10.54%,11.44%,6.18%,19.04%,4.42%,2.11%,8.84%,0.65%,0.41%,1.10%,NA,NA,NA,NA,NA,NA, likely lab
E14001423,Penistone and Stocksbridge,Yorkshire and The Humber,England,33.07%,25.33%,40.52%,45.67%,37.17%,54.15%,4.68%,1.83%,10.35%,11.53%,5.96%,20.31%,4.02%,1.64%,9.07%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001424,Penrith and Solway,North West,England,29.50%,22.38%,35.97%,41.73%,33.71%,49.80%,8.23%,4.22%,15.53%,13.78%,7.37%,22.87%,5.30%,2.47%,9.84%,0.51%,0.25%,1.00%,NA,NA,NA,NA,NA,NA, likely lab
E14001425,Peterborough,Eastern,England,23.34%,17.64%,29.55%,48.74%,40.57%,58.21%,3.81%,1.43%,8.98%,16.90%,9.97%,26.13%,5.18%,2.00%,10.60%,0.82%,0.47%,1.37%,NA,NA,NA,NA,NA,NA, strong lab
E14001426,Plymouth Moor View,South West,England,29.93%,23.18%,37.08%,48.63%,40.47%,57.74%,3.28%,1.14%,7.55%,12.99%,6.45%,22.93%,4.13%,1.63%,8.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001427,Plymouth Sutton and Devonport,South West,England,18.81%,14.64%,23.49%,55.23%,46.72%,62.84%,3.95%,1.62%,8.28%,10.37%,5.94%,16.33%,9.88%,5.10%,17.10%,1.06%,0.61%,1.73%,NA,NA,NA,NA,NA,NA, strong lab
E14001428,"Pontefract, Castleford and Knottingley",Yorkshire and The Humber,England,19.44%,13.81%,26.26%,55.87%,46.32%,65.26%,3.92%,1.35%,9.45%,15.30%,7.58%,24.75%,3.73%,1.43%,9.24%,0.56%,0.31%,0.98%,NA,NA,NA,NA,NA,NA, strong lab
E14001429,Poole,South West,England,34.18%,27.69%,40.43%,36.99%,28.78%,46.07%,12.62%,7.18%,20.30%,10.05%,5.01%,17.45%,4.50%,1.94%,9.17%,0.48%,0.29%,0.79%,NA,NA,NA,NA,NA,NA, toss up
E14001430,Poplar and Limehouse,London,England,10.64%,7.89%,13.54%,61.87%,52.73%,70.38%,7.53%,3.34%,13.74%,5.14%,2.81%,8.90%,11.03%,5.60%,19.15%,2.98%,1.89%,4.67%,NA,NA,NA,NA,NA,NA, strong lab
E14001431,Portsmouth North,South East,England,33.15%,25.93%,39.87%,41.13%,33.00%,49.45%,4.66%,1.99%,9.83%,14.99%,8.37%,24.44%,4.92%,2.31%,9.87%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean lab
E14001432,Portsmouth South,South East,England,17.43%,13.31%,22.07%,54.47%,45.38%,62.32%,8.15%,4.07%,14.59%,10.14%,5.67%,16.56%,7.67%,3.68%,14.52%,1.22%,0.72%,2.04%,NA,NA,NA,NA,NA,NA, strong lab
E14001433,Preston,North West,England,16.58%,12.45%,20.69%,56.96%,46.95%,65.79%,5.62%,2.38%,11.47%,9.92%,5.68%,15.98%,7.77%,3.38%,14.23%,2.50%,1.54%,4.08%,NA,NA,NA,NA,NA,NA, strong lab
E14001434,Putney,London,England,20.65%,16.25%,25.68%,55.87%,46.39%,63.83%,7.98%,3.91%,14.99%,5.52%,2.60%,10.43%,6.98%,3.08%,13.86%,1.88%,1.22%,2.84%,NA,NA,NA,NA,NA,NA, strong lab
E14001435,Queen's Park and Maida Vale,London,England,11.51%,8.51%,14.83%,64.56%,55.02%,73.05%,5.97%,2.63%,11.50%,4.53%,2.16%,8.45%,9.75%,4.72%,18.08%,2.60%,1.65%,4.08%,NA,NA,NA,NA,NA,NA, strong lab
E14001436,Rawmarsh and Conisbrough,Yorkshire and The Humber,England,18.11%,12.28%,23.99%,52.13%,43.02%,60.88%,2.81%,1.03%,7.36%,20.82%,12.11%,30.85%,4.80%,2.00%,11.29%,0.47%,0.23%,0.87%,NA,NA,NA,NA,NA,NA, strong lab
E14001437,Rayleigh and Wickford,Eastern,England,35.63%,26.89%,43.96%,29.51%,21.39%,38.76%,10.05%,4.50%,19.64%,19.30%,10.89%,30.31%,4.32%,2.00%,8.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean con
E14001438,Reading Central,South East,England,18.51%,13.94%,23.11%,51.72%,42.01%,61.37%,8.08%,3.68%,15.95%,8.79%,4.61%,15.23%,9.76%,5.09%,17.53%,1.92%,1.15%,3.17%,NA,NA,NA,NA,NA,NA, strong lab
E14001439,Reading West and Mid Berkshire,South East,England,30.15%,23.46%,37.02%,35.99%,27.52%,45.06%,12.57%,6.52%,21.04%,14.72%,8.26%,24.63%,4.94%,2.40%,9.61%,0.48%,0.30%,0.75%,NA,NA,NA,NA,NA,NA, lean lab
E14001440,Redcar,North East,England,23.42%,17.44%,29.68%,52.51%,44.45%,61.01%,2.64%,1.03%,5.85%,17.36%,9.88%,27.30%,2.91%,1.01%,6.61%,0.36%,0.19%,0.70%,NA,NA,NA,NA,NA,NA, strong lab
E14001441,Redditch,West Midlands,England,33.77%,26.09%,41.28%,41.82%,34.44%,50.62%,4.76%,1.97%,9.99%,15.23%,8.42%,24.29%,3.07%,1.27%,6.53%,0.52%,0.32%,0.85%,NA,NA,NA,NA,NA,NA, lean lab
E14001442,Reigate,South East,England,33.69%,27.03%,40.02%,29.17%,21.42%,36.84%,17.79%,11.09%,26.96%,8.48%,4.03%,15.38%,9.95%,5.69%,15.85%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean con
E14001443,Ribble Valley,North West,England,31.52%,24.02%,38.10%,42.85%,35.13%,51.64%,5.15%,2.26%,9.95%,15.17%,8.37%,25.33%,3.71%,1.81%,7.36%,0.53%,0.32%,0.84%,NA,NA,NA,NA,NA,NA, likely lab
E14001444,Richmond and Northallerton,Yorkshire and The Humber,England,39.91%,32.17%,47.61%,32.76%,25.91%,42.69%,10.13%,5.08%,17.40%,11.00%,5.03%,20.25%,4.55%,1.89%,8.35%,0.51%,0.27%,0.96%,NA,NA,NA,NA,NA,NA, lean con
E14001445,Richmond Park,London,England,22.71%,15.89%,30.10%,17.72%,10.54%,27.31%,45.72%,33.88%,56.99%,8.51%,3.76%,16.34%,3.09%,1.25%,7.19%,1.04%,0.58%,1.81%,NA,NA,NA,NA,NA,NA, strong ld
E14001446,Rochdale,North West,England,15.44%,7.36%,25.67%,48.60%,35.73%,61.00%,4.36%,1.06%,12.46%,16.98%,8.08%,29.38%,6.71%,2.43%,15.28%,5.60%,2.79%,10.49%,NA,NA,NA,NA,NA,NA, strong lab
E14001447,Rochester and Strood,South East,England,33.27%,26.33%,40.51%,40.53%,31.74%,49.21%,6.62%,2.87%,13.65%,12.51%,6.34%,22.06%,5.20%,2.43%,10.74%,0.64%,0.37%,1.02%,NA,NA,NA,NA,NA,NA, lean lab
E14001448,Romford,London,England,39.59%,31.41%,47.05%,35.51%,27.12%,44.58%,3.57%,1.35%,8.23%,12.16%,6.10%,21.79%,6.43%,3.12%,13.84%,1.04%,0.61%,1.74%,NA,NA,NA,NA,NA,NA, toss up
E14001449,Romsey and Southampton North,South East,England,39.08%,32.54%,46.59%,21.95%,15.06%,30.19%,24.05%,15.17%,34.50%,9.12%,4.17%,16.18%,4.65%,1.92%,9.45%,0.37%,0.22%,0.64%,NA,NA,NA,NA,NA,NA, likely con
E14001450,Rossendale and Darwen,North West,England,27.45%,20.94%,33.73%,52.15%,43.65%,61.42%,2.54%,0.91%,6.16%,12.96%,6.56%,22.19%,3.65%,1.53%,7.85%,0.49%,0.28%,0.82%,NA,NA,NA,NA,NA,NA, strong lab
E14001451,Rother Valley,Yorkshire and The Humber,England,28.04%,21.11%,34.71%,48.34%,39.88%,57.30%,3.36%,1.46%,7.82%,13.86%,7.65%,22.25%,5.16%,2.41%,10.54%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001452,Rotherham,Yorkshire and The Humber,England,NA,NA,NA,53.20%,42.29%,63.74%,4.06%,1.48%,9.87%,36.23%,25.83%,46.95%,4.55%,1.72%,11.18%,1.03%,0.51%,1.87%,NA,NA,NA,NA,NA,NA, likely lab
E14001453,Rugby,West Midlands,England,31.88%,25.23%,38.14%,45.74%,37.59%,54.24%,6.14%,2.86%,13.09%,11.32%,5.85%,19.21%,3.16%,1.29%,6.88%,0.56%,0.35%,0.95%,NA,NA,NA,NA,NA,NA, likely lab
E14001454,"Ruislip, Northwood and Pinner",London,England,38.89%,32.34%,45.67%,37.78%,29.43%,46.85%,9.76%,4.57%,18.33%,8.81%,4.30%,15.82%,3.42%,1.39%,7.72%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001455,Runcorn and Helsby,North West,England,17.73%,12.61%,22.91%,57.01%,48.25%,64.82%,3.93%,1.61%,8.36%,14.55%,8.38%,22.35%,5.39%,2.55%,10.46%,0.62%,0.36%,1.08%,NA,NA,NA,NA,NA,NA, strong lab
E14001456,Runnymede and Weybridge,South East,England,34.41%,27.60%,41.61%,30.05%,21.49%,38.83%,18.14%,10.01%,29.49%,10.05%,5.18%,18.20%,5.22%,2.45%,10.53%,0.75%,0.44%,1.23%,NA,NA,NA,NA,NA,NA, toss up
E14001457,Rushcliffe,East Midlands,England,28.15%,21.80%,34.30%,51.25%,43.14%,59.36%,4.94%,2.10%,9.80%,9.91%,5.29%,17.34%,4.40%,1.79%,8.97%,0.53%,0.34%,0.83%,NA,NA,NA,NA,NA,NA, strong lab
E14001458,Rutland and Stamford,East Midlands,England,37.51%,29.05%,44.56%,26.06%,18.04%,34.91%,17.76%,9.80%,29.14%,13.02%,6.79%,23.00%,4.30%,1.73%,9.17%,0.39%,0.25%,0.62%,NA,NA,NA,NA,NA,NA, likely con
E14001459,Salford,North West,England,11.39%,8.23%,15.23%,55.51%,44.40%,65.81%,6.77%,3.03%,14.27%,8.74%,4.59%,14.91%,14.10%,7.36%,25.34%,1.97%,1.17%,3.19%,NA,NA,NA,NA,NA,NA, strong lab
E14001460,Salisbury,South West,England,30.09%,23.09%,36.80%,31.62%,23.91%,40.97%,18.35%,10.80%,27.79%,14.24%,7.97%,24.11%,4.20%,1.84%,7.80%,0.36%,0.21%,0.60%,NA,NA,NA,NA,NA,NA, toss up
E14001461,Scarborough and Whitby,Yorkshire and The Humber,England,32.82%,26.60%,39.26%,44.38%,36.22%,52.68%,6.47%,2.78%,12.98%,10.01%,5.09%,17.05%,4.71%,1.90%,10.04%,0.55%,0.30%,0.96%,NA,NA,NA,NA,NA,NA, likely lab
E14001462,Scunthorpe,Yorkshire and The Humber,England,27.70%,19.93%,35.20%,41.40%,33.07%,49.28%,4.85%,1.97%,11.11%,19.40%,10.75%,30.59%,5.00%,2.20%,10.59%,0.51%,0.31%,0.87%,NA,NA,NA,NA,NA,NA, likely lab
E14001463,Sefton Central,North West,England,18.82%,14.23%,23.88%,56.74%,46.87%,64.72%,4.34%,1.69%,8.93%,11.65%,6.49%,18.90%,6.80%,3.18%,14.55%,0.65%,0.35%,1.11%,NA,NA,NA,NA,NA,NA, strong lab
E14001464,Selby,Yorkshire and The Humber,England,29.87%,22.61%,37.49%,47.24%,39.44%,55.85%,5.00%,2.01%,10.71%,13.60%,7.41%,22.46%,3.60%,1.47%,7.34%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001465,Sevenoaks,South East,England,36.53%,28.65%,44.10%,25.01%,17.57%,34.31%,19.05%,10.66%,30.56%,12.81%,6.57%,21.49%,5.05%,2.21%,10.24%,0.43%,0.26%,0.69%,NA,NA,NA,NA,NA,NA, likely con
E14001466,Sheffield Brightside and Hillsborough,Yorkshire and The Humber,England,19.58%,15.04%,24.02%,63.59%,53.42%,71.67%,4.50%,1.61%,10.39%,NA,NA,NA,9.57%,4.25%,17.74%,2.19%,1.27%,3.61%,NA,NA,NA,NA,NA,NA, strong lab
E14001467,Sheffield Central,Yorkshire and The Humber,England,6.91%,4.64%,9.70%,66.13%,54.14%,76.18%,3.97%,1.60%,9.37%,NA,NA,NA,19.35%,10.77%,30.19%,2.93%,1.62%,5.09%,NA,NA,NA,NA,NA,NA, strong lab
E14001468,Sheffield Hallam,Yorkshire and The Humber,England,15.60%,11.41%,20.19%,44.77%,36.00%,54.79%,27.14%,18.52%,37.61%,NA,NA,NA,10.79%,6.04%,18.34%,0.93%,0.53%,1.57%,NA,NA,NA,NA,NA,NA, likely lab
E14001469,Sheffield Heeley,Yorkshire and The Humber,England,20.15%,15.90%,24.87%,52.30%,41.40%,61.45%,8.64%,3.79%,15.55%,NA,NA,NA,16.37%,9.79%,26.98%,1.82%,1.00%,3.07%,NA,NA,NA,NA,NA,NA, strong lab
E14001470,Sheffield South East,Yorkshire and The Humber,England,27.82%,21.42%,33.86%,58.29%,48.06%,68.20%,4.88%,1.72%,11.70%,NA,NA,NA,7.22%,2.89%,15.33%,1.29%,0.73%,2.17%,NA,NA,NA,NA,NA,NA, strong lab
E14001471,Sherwood Forest,East Midlands,England,32.01%,24.48%,39.15%,39.33%,31.84%,46.49%,4.65%,1.95%,9.52%,18.34%,10.95%,29.00%,4.58%,2.19%,9.16%,0.35%,0.22%,0.55%,NA,NA,NA,NA,NA,NA, lean lab
E14001472,Shipley,Yorkshire and The Humber,England,28.76%,23.16%,34.47%,49.56%,41.08%,57.52%,4.20%,1.81%,9.05%,9.17%,4.59%,15.71%,6.50%,3.16%,12.92%,0.70%,0.43%,1.19%,NA,NA,NA,NA,NA,NA, strong lab
E14001473,Shrewsbury,West Midlands,England,27.37%,19.93%,34.63%,49.53%,41.54%,57.51%,4.62%,1.82%,9.80%,13.10%,6.33%,22.85%,3.90%,1.51%,7.89%,0.44%,0.25%,0.79%,NA,NA,NA,NA,NA,NA, strong lab
E14001474,Sittingbourne and Sheppey,South East,England,34.33%,25.96%,42.38%,32.00%,24.39%,39.13%,5.51%,2.24%,11.28%,23.34%,14.34%,34.36%,4.00%,1.81%,7.70%,0.35%,0.21%,0.61%,NA,NA,NA,NA,NA,NA, toss up
E14001475,Skipton and Ripon,Yorkshire and The Humber,England,36.43%,29.11%,43.34%,36.41%,28.45%,44.73%,8.40%,3.78%,15.60%,11.70%,6.03%,19.18%,5.64%,2.60%,10.28%,0.47%,0.26%,0.89%,NA,NA,NA,NA,NA,NA, toss up
E14001476,Sleaford and North Hykeham,East Midlands,England,35.36%,26.70%,43.00%,32.13%,24.72%,41.40%,6.86%,2.98%,14.10%,20.19%,11.29%,32.75%,4.12%,1.73%,8.35%,0.34%,0.18%,0.62%,NA,NA,NA,NA,NA,NA, toss up
E14001477,Slough,South East,England,17.22%,12.96%,21.64%,55.65%,45.62%,64.96%,7.17%,2.76%,13.69%,7.25%,3.73%,12.61%,9.35%,4.42%,18.27%,2.50%,1.46%,4.20%,NA,NA,NA,NA,NA,NA, strong lab
E14001478,Smethwick,West Midlands,England,17.48%,12.79%,22.39%,55.51%,45.82%,64.55%,6.95%,3.06%,15.31%,10.84%,6.04%,17.92%,5.63%,2.40%,11.91%,2.36%,1.40%,4.03%,NA,NA,NA,NA,NA,NA, strong lab
E14001479,Solihull West and Shirley,West Midlands,England,38.66%,24.37%,54.00%,30.40%,18.54%,45.29%,5.04%,1.22%,13.47%,13.64%,5.02%,27.49%,7.77%,2.85%,17.76%,1.86%,0.81%,4.14%,NA,NA,NA,NA,NA,NA, lean con
E14001480,South Basildon and East Thurrock,Eastern,England,35.58%,27.19%,43.76%,36.51%,28.51%,47.06%,5.14%,2.03%,11.65%,16.90%,8.52%,28.89%,3.83%,1.51%,8.72%,0.45%,0.26%,0.79%,NA,NA,NA,NA,NA,NA, toss up
E14001481,South Cambridgeshire,Eastern,England,22.37%,16.26%,28.68%,22.17%,15.51%,30.94%,42.02%,31.41%,53.15%,8.68%,4.68%,15.52%,3.40%,1.36%,7.24%,0.36%,0.20%,0.66%,NA,NA,NA,NA,NA,NA, likely ld
E14001482,South Cotswolds,South West,England,34.80%,26.53%,42.64%,16.36%,10.89%,23.37%,32.43%,22.87%,46.08%,11.04%,5.49%,19.17%,3.90%,1.57%,7.69%,0.29%,0.16%,0.50%,NA,NA,NA,NA,NA,NA, toss up
E14001483,South Derbyshire,East Midlands,England,31.33%,24.34%,37.50%,39.24%,31.86%,47.19%,4.32%,1.87%,8.97%,17.80%,11.31%,26.23%,6.21%,3.25%,11.00%,0.34%,0.21%,0.54%,NA,NA,NA,NA,NA,NA, lean lab
E14001484,South Devon,South West,England,32.28%,25.51%,39.31%,19.49%,13.06%,27.04%,34.01%,24.31%,45.52%,9.44%,5.01%,15.96%,3.39%,1.42%,7.21%,0.27%,0.14%,0.49%,NA,NA,NA,NA,NA,NA, toss up
E14001485,South Dorset,South West,England,31.98%,24.48%,38.99%,41.23%,33.33%,50.02%,6.59%,2.82%,12.48%,14.48%,7.47%,23.15%,4.57%,2.09%,8.86%,0.35%,0.21%,0.61%,NA,NA,NA,NA,NA,NA, lean lab
E14001486,South East Cornwall,South West,England,33.62%,26.15%,40.22%,32.53%,25.66%,39.81%,11.63%,6.60%,18.60%,16.23%,9.45%,25.69%,4.84%,2.30%,9.24%,0.34%,0.18%,0.62%,NA,NA,NA,NA,NA,NA, toss up
E14001487,South Holland and The Deepings,East Midlands,England,39.73%,30.40%,48.49%,27.40%,19.74%,35.34%,7.85%,3.60%,15.35%,18.78%,10.35%,29.52%,4.85%,2.11%,9.64%,0.41%,0.21%,0.76%,NA,NA,NA,NA,NA,NA, likely con
E14001488,South Leicestershire,East Midlands,England,36.20%,27.55%,44.18%,32.12%,24.39%,41.07%,10.31%,5.02%,19.57%,15.80%,8.40%,26.68%,4.37%,2.01%,8.21%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001489,South Norfolk,Eastern,England,32.64%,25.39%,39.49%,34.01%,25.94%,42.52%,12.35%,6.31%,20.53%,13.79%,7.55%,22.65%,5.95%,2.56%,11.24%,0.35%,0.20%,0.60%,NA,NA,NA,NA,NA,NA, toss up
E14001490,South Northamptonshire,East Midlands,England,33.77%,25.65%,41.78%,35.68%,26.99%,44.62%,7.12%,3.29%,14.34%,17.26%,9.29%,28.55%,4.48%,2.03%,8.98%,0.37%,0.25%,0.56%,NA,NA,NA,NA,NA,NA, toss up
E14001491,South Ribble,North West,England,24.25%,17.17%,30.93%,47.68%,39.98%,55.71%,3.91%,1.48%,8.55%,19.34%,11.69%,30.45%,3.76%,1.66%,7.95%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001492,South Shields,North East,England,14.19%,9.64%,19.38%,55.68%,46.02%,64.25%,3.18%,1.17%,7.40%,16.06%,9.66%,24.63%,9.26%,4.36%,16.96%,0.82%,0.40%,1.47%,NA,NA,NA,NA,NA,NA, strong lab
E14001493,South Shropshire,West Midlands,England,39.35%,31.56%,47.15%,25.96%,18.81%,33.55%,15.09%,8.56%,23.83%,15.03%,8.35%,24.39%,3.59%,1.72%,6.95%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely con
E14001494,South Suffolk,Eastern,England,34.48%,26.32%,41.43%,31.78%,24.21%,40.42%,9.40%,4.66%,16.63%,16.30%,8.78%,27.42%,6.95%,3.54%,12.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001495,South West Devon,South West,England,34.72%,27.40%,41.81%,38.18%,30.81%,46.03%,9.44%,5.29%,16.46%,12.22%,6.93%,21.25%,3.95%,1.86%,7.74%,0.27%,0.16%,0.45%,NA,NA,NA,NA,NA,NA, toss up
E14001496,South West Hertfordshire,Eastern,England,33.47%,26.27%,40.90%,29.48%,21.61%,38.76%,15.24%,7.98%,26.50%,14.58%,7.49%,25.23%,4.79%,2.10%,9.26%,1.00%,0.56%,1.74%,NA,NA,NA,NA,NA,NA, toss up
E14001497,South West Norfolk,Eastern,England,30.94%,23.44%,39.00%,26.21%,19.76%,33.96%,7.68%,3.75%,14.52%,29.63%,19.10%,40.51%,4.27%,1.82%,8.10%,0.33%,0.16%,0.63%,NA,NA,NA,NA,NA,NA, toss up
E14001498,South West Wiltshire,South West,England,33.43%,25.91%,40.73%,32.06%,23.19%,42.28%,13.98%,7.27%,25.12%,13.98%,7.49%,24.33%,4.87%,2.31%,9.66%,0.35%,0.20%,0.57%,NA,NA,NA,NA,NA,NA, toss up
E14001499,Southampton Itchen,South East,England,25.46%,19.68%,31.89%,51.15%,42.48%,60.49%,3.42%,1.31%,8.47%,10.44%,5.08%,18.09%,7.33%,3.52%,14.65%,0.77%,0.46%,1.26%,NA,NA,NA,NA,NA,NA, strong lab
